Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
FS,Suite of Food Security Indicators,4,Afghanistan,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20042006,2004-2006,%,92,E,Estimated value,
FS,Suite of Food Security Indicators,4,Afghanistan,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20092011,2009-2011,%,102,E,Estimated value,
FS,Suite of Food Security Indicators,4,Afghanistan,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20142016,2014-2016,%,106,E,Estimated value,
FS,Suite of Food Security Indicators,4,Afghanistan,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20192021,2019-2021,%,104,E,Estimated value,
FS,Suite of Food Security Indicators,8,Albania,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20042006,2004-2006,%,121,E,Estimated value,
FS,Suite of Food Security Indicators,8,Albania,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20092011,2009-2011,%,129,E,Estimated value,
FS,Suite of Food Security Indicators,8,Albania,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20142016,2014-2016,%,132,E,Estimated value,
FS,Suite of Food Security Indicators,8,Albania,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20192021,2019-2021,%,136,E,Estimated value,
FS,Suite of Food Security Indicators,12,Algeria,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20042006,2004-2006,%,131,E,Estimated value,
FS,Suite of Food Security Indicators,12,Algeria,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20092011,2009-2011,%,140,E,Estimated value,
FS,Suite of Food Security Indicators,12,Algeria,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20142016,2014-2016,%,149,E,Estimated value,
FS,Suite of Food Security Indicators,12,Algeria,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20192021,2019-2021,%,153,E,Estimated value,
FS,Suite of Food Security Indicators,16,American Samoa,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20042006,2004-2006,%,,O,Missing value,
FS,Suite of Food Security Indicators,16,American Samoa,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20092011,2009-2011,%,,O,Missing value,
FS,Suite of Food Security Indicators,16,American Samoa,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20142016,2014-2016,%,,O,Missing value,
FS,Suite of Food Security Indicators,16,American Samoa,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20192021,2019-2021,%,,O,Missing value,
FS,Suite of Food Security Indicators,20,Andorra,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20042006,2004-2006,%,,O,Missing value,
FS,Suite of Food Security Indicators,20,Andorra,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20092011,2009-2011,%,,O,Missing value,
FS,Suite of Food Security Indicators,20,Andorra,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20142016,2014-2016,%,,O,Missing value,
FS,Suite of Food Security Indicators,20,Andorra,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20192021,2019-2021,%,,O,Missing value,
FS,Suite of Food Security Indicators,24,Angola,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20042006,2004-2006,%,84,E,Estimated value,
FS,Suite of Food Security Indicators,24,Angola,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20092011,2009-2011,%,107,E,Estimated value,
FS,Suite of Food Security Indicators,24,Angola,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20142016,2014-2016,%,117,E,Estimated value,
FS,Suite of Food Security Indicators,24,Angola,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20192021,2019-2021,%,113,E,Estimated value,
FS,Suite of Food Security Indicators,28,Antigua and Barbuda,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20042006,2004-2006,%,,O,Missing value,
FS,Suite of Food Security Indicators,28,Antigua and Barbuda,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20092011,2009-2011,%,,O,Missing value,
FS,Suite of Food Security Indicators,28,Antigua and Barbuda,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20142016,2014-2016,%,,O,Missing value,
FS,Suite of Food Security Indicators,28,Antigua and Barbuda,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20192021,2019-2021,%,,O,Missing value,
FS,Suite of Food Security Indicators,32,Argentina,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20042006,2004-2006,%,128,E,Estimated value,
FS,Suite of Food Security Indicators,32,Argentina,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20092011,2009-2011,%,130,E,Estimated value,
FS,Suite of Food Security Indicators,32,Argentina,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20142016,2014-2016,%,136,E,Estimated value,
FS,Suite of Food Security Indicators,32,Argentina,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20192021,2019-2021,%,137,E,Estimated value,
FS,Suite of Food Security Indicators,51,Armenia,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20042006,2004-2006,%,111,E,Estimated value,
FS,Suite of Food Security Indicators,51,Armenia,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20092011,2009-2011,%,119,E,Estimated value,
FS,Suite of Food Security Indicators,51,Armenia,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20142016,2014-2016,%,126,E,Estimated value,
FS,Suite of Food Security Indicators,51,Armenia,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20192021,2019-2021,%,123,E,Estimated value,
FS,Suite of Food Security Indicators,36,Australia,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20042006,2004-2006,%,126,E,Estimated value,
FS,Suite of Food Security Indicators,36,Australia,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20092011,2009-2011,%,134,E,Estimated value,
